Contraction:avg_deg,Contraction:in_n,Contraction:largest_clique,Contraction:max_deg,Contraction:out_n,Contraction:time,GraphInput:girg_options,GraphInput:graph,GraphInput:m,GraphInput:n,GraphInput:n_gen,GraphInput:option,GraphInput:time,PartLargestBag:max_partition_num,PartLargestBag:max_weight,PartLargestBag:mean_partition_num,PartLargestBag:median_partition_num,PartLargestBag:partition_option,PartLargestBag:time,Partition:AssignVertices:option,Partition:AssignVertices:time,Partition:MaximalIS:option,Partition:MaximalIS:size,Partition:MaximalIS:time,Partition:amount,Partition:average,Partition:hs_size,Partition:largest,Partition:median,Partition:num_branching,Partition:num_dead_end,Partition:num_lb2_reductions,Partition:num_lb_reductions,Partition:num_leaves,Partition:num_long_paths,Partition:num_sw_reductions,Partition:option,Partition:product_weight,Partition:smallest,Partition:time,PartitionBags:max_partition_num,PartitionBags:max_weight,PartitionBags:mean_partition_num,PartitionBags:median_partition_num,PartitionBags:partition_option,PartitionBags:time,Treewidth:clique_number,Treewidth:num_bags,Treewidth:option,Treewidth:time,Treewidth:treewidth,WeightedTreewidth:elimination_width,WeightedTreewidth:option,WeightedTreewidth:time,WeightedTreewidth:time_elimination_game,WeightedTreewidth:treewidth,option,time
,,,,,,,DD_g985,551,238,,ReadEL,0.001635,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9.754887502163468,2.772727272727273,2.0,Partition(FastLargestClique),0.030476,5,198,HTD,0.029461,10,,,,,,PartitionTreedec,0.061783
,,,,,,,DD_g986,366,139,,ReadEL,0.001422,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.169925001442312,2.364406779661017,2.0,Partition(FastLargestClique),0.017968,5,118,HTD,0.005741,7,,,,,,PartitionTreedec,0.025349
,,,,,,,DD_g987,511,181,,ReadEL,0.001393,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,17.339850002884624,3.9785714285714286,3.0,Partition(FastLargestClique),0.024897,5,140,HTD,0.00749,20,,,,,,PartitionTreedec,0.033986
,,,,,,,DD_g988,278,127,,ReadEL,0.014465,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.754887502163468,2.7547169811320753,2.0,Partition(FastLargestClique),0.017067,5,106,HTD,0.006303,9,,,,,,PartitionTreedec,0.038051
,,,,,,,DD_g989,178,56,,ReadEL,0.01824,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.321928094887362,1.4,1.0,Partition(FastLargestClique),0.003156,5,45,HTD,0.005252,5,,,,,,PartitionTreedec,0.026865
,,,,,,,DD_g98,379,152,,ReadEL,0.004412,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10.339850002884624,3.065040650406504,3.0,Partition(FastLargestClique),0.019969,4,123,HTD,0.00778,11,,,,,,PartitionTreedec,0.032366
,,,,,,,DD_g990,337,146,,ReadEL,0.001404,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.584962500721156,2.111111111111111,2.0,Partition(FastLargestClique),0.016399,5,117,HTD,0.023437,5,,,,,,PartitionTreedec,0.04145
,,,,,,,DD_g991,294,131,,ReadEL,0.004283,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.169925001442312,2.7117117117117115,2.0,Partition(FastLargestClique),0.017135,5,111,HTD,0.011006,8,,,,,,PartitionTreedec,0.032635
,,,,,,,DD_g992,662,292,,ReadEL,0.00479,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15.92481250360578,3.2904564315352696,3.0,Partition(FastLargestClique),0.038601,5,241,HTD,0.035611,17,,,,,,PartitionTreedec,0.07922
,,,,,,,DD_g993,1356,600,,ReadEL,0.007154,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16.339850002884624,2.9455645161290325,2.0,Partition(FastLargestClique),0.216583,5,496,HTD,0.279332,17,,,,,,PartitionTreedec,0.503338
,,,,,,,DD_g994,208,97,,ReadEL,0.004571,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.169925001442312,2.6266666666666665,2.0,Partition(FastLargestClique),0.012168,4,75,HTD,0.026859,7,,,,,,PartitionTreedec,0.04381
,,,,,,,DD_g995,286,103,,ReadEL,0.003071,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10.92481250360578,2.962025316455696,3.0,Partition(FastLargestClique),0.013125,5,79,HTD,0.005321,13,,,,,,PartitionTreedec,0.021722
,,,,,,,DD_g996,241,114,,ReadEL,0.002295,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8.339850002884624,2.917525773195876,3.0,Partition(FastLargestClique),0.014881,4,97,HTD,0.013051,9,,,,,,PartitionTreedec,0.030435
,,,,,,,DD_g997,1752,743,,ReadEL,0.00598,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12.339850002884624,2.7219430485762146,2.0,Partition(FastLargestClique),0.327771,5,597,HTD,0.147485,13,,,,,,PartitionTreedec,0.481501
,,,,,,,DD_g998,1464,523,,ReadEL,0.009927,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,15.92481250360578,3.50990099009901,3.0,Partition(FastLargestClique),0.068358,5,404,HTD,0.128809,17,,,,,,PartitionTreedec,0.20736
,,,,,,,DD_g999,335,114,,ReadEL,0.002984,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11.92481250360578,3.453488372093023,3.0,Partition(FastLargestClique),0.015202,5,86,HTD,0.011633,13,,,,,,PartitionTreedec,0.030032
,,,,,,,DD_g99,442,166,,ReadEL,0.002595,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.169925001442312,2.330827067669173,2.0,Partition(FastLargestClique),0.018679,5,133,HTD,0.0083,10,,,,,,PartitionTreedec,0.029779
,,,,,,,DD_g9,893,377,,ReadEL,0.001978,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13.584962500721156,2.8238993710691824,2.0,Partition(FastLargestClique),0.046577,5,318,HTD,0.008906,14,,,,,,PartitionTreedec,0.057699
,,,,,,,d_dyn,224,87,,ReadEL,0.018528,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,23.094737505048094,6.716666666666667,5.0,Partition(FastLargestClique),0.012755,3,60,HTD,0.01075,25,,,,,,PartitionTreedec,0.042236
,,,,,,,de063155,4912,1678,,ReadEL,0.014203,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,253.2315875656254,9.811851851851852,4.0,Partition(FastLargestClique),0.438203,3,1350,HTD,0.449947,290,,,,,,PartitionTreedec,0.90274
,,,,,,,de063157,5117,1742,,ReadEL,0.00914,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,292.23158756562543,10.334054834054834,4.0,Partition(FastLargestClique),0.437206,3,1386,HTD,0.670688,329,,,,,,PartitionTreedec,1.117365
,,,,,,,de080285,5080,1742,,ReadEL,0.008915,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,281.9864750677889,10.31919482386772,4.0,Partition(FastLargestClique),0.400336,3,1391,HTD,0.43752,320,,,,,,PartitionTreedec,0.847102
,,,,,,,delaunay_n10,3055,1024,,ReadEL,0.023659,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,37.114287513701946,4.405874499332444,3.0,Partition(FastLargestClique),0.142863,4,749,HTD,0.137797,45,,,,,,PartitionTreedec,0.304623
,,,,,,,delaunay_n11,6126,2048,,ReadEL,0.014863,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,53.378950020192335,4.453881884538819,3.0,Partition(FastLargestClique),0.449559,4,1507,HTD,0.372703,65,,,,,,PartitionTreedec,0.837459
,,,,,,,delaunay_n12,12263,4096,,ReadEL,0.081128,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,77.73835003173083,4.608550434201737,3.0,Partition(FastLargestClique),1.03598,4,2994,HTD,0.304572,95,,,,,,PartitionTreedec,1.42214
,,,,,,,delaunay_n13,24546,8192,,ReadEL,0.079258,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,107.09775004326941,4.711858704793944,3.0,Partition(FastLargestClique),1.296437,4,5945,HTD,0.303608,131,,,,,,PartitionTreedec,1.679948
,,,,,,,delaunay_n14,49121,16384,,ReadEL,0.126814,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,151.96692505913495,4.80517631292403,3.0,Partition(FastLargestClique),2.590866,4,11939,HTD,0.649292,185,,,,,,PartitionTreedec,3.368125
,,,,,,,delaunay_n15,98273,32768,,ReadEL,0.259607,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,228.2902375915872,4.846489388474121,3.0,Partition(FastLargestClique),4.753337,4,23842,HTD,1.5719,281,,,,,,PartitionTreedec,6.586901
,,,,,,,delf,15395,5977,,ReadEL,0.079724,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,836.1428751370196,13.098214285714286,4.0,Partition(FastLargestClique),1.430394,3,4816,HTD,8.95965,914,,,,,,PartitionTreedec,10.470348
,,,,,,,descriptor_xingo6u,35470,19944,,ReadEL,0.080251,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,22.815409291873642,1.9880952380952381,2.0,Partition(FastLargestClique),1.935744,6,16632,HTD,0.578519,31,,,,,,PartitionTreedec,2.59604
,,,,,,,deter0,11156,5468,,ReadEL,0.02151,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,465.46016259302957,6.707833163784334,2.0,Partition(FastLargestClique),1.489892,3,4915,HTD,1.858939,521,,,,,,PartitionTreedec,3.3709
,,,,,,,deter1,32176,15737,,ReadEL,0.06423,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,1294.2827377358149,8.351934365938185,2.0,Partition(FastLargestClique),3.066303,3,14139,HTD,29.486499,1429,,,,,,PartitionTreedec,32.61829
,,,,,,,deter2,35725,17313,,ReadEL,0.094533,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,1408.9624377415846,9.122405976629844,2.0,Partition(FastLargestClique),3.555713,3,15661,HTD,34.225082,1549,,,,,,PartitionTreedec,37.876701
,,,,,,,deter3,44540,21777,,ReadEL,0.121894,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561,1830.1579378281274,9.52453080375357,2.0,Partition(FastLargestClique),4.524833,3,19608,HTD,70.613888,2021,,,,,,PartitionTreedec,75.262327
,,,,,,,deter4,19226,9133,,ReadEL,0.092576,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,712.5744501067315,7.294216664662739,2.0,Partition(FastLargestClique),1.797073,3,8317,HTD,5.34176,773,,,,,,PartitionTreedec,7.232235
,,,,,,,deter5,29707,14529,,ReadEL,0.04827,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,1226.998525220671,8.317548959608324,2.0,Partition(FastLargestClique),3.485885,3,13072,HTD,23.031202,1356,,,,,,PartitionTreedec,26.56651
,,,,,,,deter6,24765,12113,,ReadEL,0.072092,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,996.8255876810085,7.952315451627694,2.0,Partition(FastLargestClique),2.600894,3,10905,HTD,14.329257,1103,,,,,,PartitionTreedec,17.003345
,,,,,,,deter7,37122,18153,,ReadEL,0.120892,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,1439.9068002538447,9.411161939615736,2.0,Partition(FastLargestClique),3.854895,3,16395,HTD,37.281457,1587,,,,,,PartitionTreedec,41.258682
,,,,,,,deter8,22292,10905,,ReadEL,0.06975,,,,,,,,,,,,,,,,,,,,,,,,,,,,741,883.6361126709128,7.631240428790199,2.0,Partition(FastLargestClique),2.145816,3,9795,HTD,12.527444,985,,,,,,PartitionTreedec,14.744013
,,,,,,,DHFR-MD,740,39,,ReadEL,0.002962,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.285402218862249,1.0,1.0,Partition(FastLargestClique),0.00015,38,2,HTD,0.005348,37,,,,,,PartitionTreedec,0.008668
,,,,,,,dictionary28,71013,24831,,ReadEL,0.149979,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,1516.6991905875896,9.427941400111523,2.0,Partition(FastLargestClique),5.210551,14,19727,HTD,111.714486,2103,,,,,,PartitionTreedec,117.076832
,,,,,,,divorce,211,50,,ReadEL,0.004219,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.169925001442312,2.4047619047619047,3.0,Partition(FastLargestClique),0.005663,6,42,HTD,0.004742,8,,,,,,PartitionTreedec,0.014831
,,,,,,,dixmaanl,119998,60000,,ReadEL,0.212664,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.584962500721156,3.999799983331944,4.0,Partition(FastLargestClique),10.455673,3,59995,HTD,2.466233,5,,,,,,PartitionTreedec,13.139603
,,,,,,,DK01R,5130,645,,ReadEL,0.008344,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.584962500721156,2.0,2.0,Partition(FastLargestClique),0.138876,11,633,HTD,0.261033,12,,,,,,PartitionTreedec,0.408518
,,,,,,,dolphins,158,62,,ReadEL,0.002821,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.906890595608518,2.6666666666666665,2.0,Partition(FastLargestClique),0.007305,5,51,HTD,0.005495,10,,,,,,PartitionTreedec,0.015839
,,,,,,,d_ss,141,53,,ReadEL,0.018443,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16.339850002884624,6.027777777777778,5.0,Partition(FastLargestClique),0.007346,3,36,HTD,0.03257,17,,,,,,PartitionTreedec,0.058572
,,,,,,,Dubcova1,118439,16129,,ReadEL,0.238242,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,169.6061406100317,3.4495726495726498,2.0,Partition(FastLargestClique),1.139655,9,8190,HTD,0.899059,235,,,,,,PartitionTreedec,2.277813
,,,,,,,dw1024,4093,2048,,ReadEL,0.007566,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,88.0947375050481,7.30984126984127,4.0,Partition(FastLargestClique),0.542129,3,1575,HTD,0.2116,90,,,,,,PartitionTreedec,0.761656
,,,,,,,dw256A,1003,512,,ReadEL,0.012137,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,32.67970000576925,6.277251184834123,4.0,Partition(FastLargestClique),0.078372,3,422,HTD,0.014423,35,,,,,,PartitionTreedec,0.105224
,,,,,,,dw256B,1023,512,,ReadEL,0.019847,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,42.92481250360578,6.444976076555024,4.0,Partition(FastLargestClique),0.076521,3,418,HTD,0.01543,44,,,,,,PartitionTreedec,0.11208
,,,,,,,dw4096,17403,8192,,ReadEL,0.027555,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,215.94436251225966,8.423560124000653,4.0,Partition(FastLargestClique),1.614811,4,6129,HTD,0.401269,222,,,,,,PartitionTreedec,2.044352
,,,,,,,dwg961a,1349,705,,ReadEL,0.011729,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26.584962500721154,3.9191321499013805,2.0,Partition(FastLargestClique),0.077314,3,507,HTD,0.017436,26,,,,,,PartitionTreedec,0.106762
,,,,,,,dwg961b,4814,961,,ReadEL,0.077426,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,38.75488750216346,3.970414201183432,2.0,Partition(FastLargestClique),0.226819,6,507,HTD,0.033096,52,,,,,,PartitionTreedec,0.337622
,,,,,,,dwt_1005,3807,1005,,ReadEL,0.008476,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,50.851253107868146,4.949852507374631,4.0,Partition(FastLargestClique),0.160586,6,678,HTD,0.163311,70,,,,,,PartitionTreedec,0.332656
,,,,,,,dwt_1007,3783,1007,,ReadEL,0.007678,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30.67970000576924,5.419642857142857,4.0,Partition(FastLargestClique),0.115353,4,560,HTD,0.176165,39,,,,,,PartitionTreedec,0.29947
,,,,,,,dwt_1242,4591,1242,,ReadEL,0.031061,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,44.77443751081732,4.917705735660848,4.0,Partition(FastLargestClique),0.152484,4,802,HTD,0.05835,56,,,,,,PartitionTreedec,0.242192
,,,,,,,dwt_162,509,162,,ReadEL,0.017636,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.92481250360578,3.256637168141593,3.0,Partition(FastLargestClique),0.019355,4,113,HTD,0.007443,11,,,,,,PartitionTreedec,0.04465
,,,,,,,dwt_193,1649,193,,ReadEL,0.082347,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,23.206098613995792,4.175824175824176,4.0,Partition(FastLargestClique),0.023461,8,91,HTD,0.15359,39,,,,,,PartitionTreedec,0.25964
,,,,,,,dwt_198,235,72,,ReadEL,0.013956,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8.754887502163468,3.06,3.0,Partition(FastLargestClique),0.008572,4,50,HTD,0.040349,10,,,,,,PartitionTreedec,0.063085
,,,,,,,dwt_209,766,209,,ReadEL,0.01956,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13.754887502163468,4.04516129032258,4.0,Partition(FastLargestClique),0.031152,4,155,HTD,0.008047,17,,,,,,PartitionTreedec,0.058981
,,,,,,,dwt_221,703,221,,ReadEL,0.020629,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11.92481250360578,3.3624161073825505,3.0,Partition(FastLargestClique),0.027397,4,149,HTD,0.009483,14,,,,,,PartitionTreedec,0.057714
,,,,,,,dwt_245,607,245,,ReadEL,0.001672,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10.754887502163468,2.8917525773195876,3.0,Partition(FastLargestClique),0.02942,5,194,HTD,0.007089,13,,,,,,PartitionTreedec,0.038388
,,,,,,,dwt_2680,11172,2680,,ReadEL,0.185104,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,49.79911548453297,5.637865311308768,4.0,Partition(FastLargestClique),0.556366,5,1574,HTD,0.230591,67,,,,,,PartitionTreedec,0.972442
,,,,,,,dwt_307,1107,307,,ReadEL,0.026924,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,32.679700005769234,4.956043956043956,4.0,Partition(FastLargestClique),0.227632,4,182,HTD,0.224752,44,,,,,,PartitionTreedec,0.479569
,,,,,,,dwt_310,1068,310,,ReadEL,0.01319,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11.92481250360578,3.945,4.0,Partition(FastLargestClique),0.04079,4,200,HTD,0.107559,15,,,,,,PartitionTreedec,0.16186
,,,,,,,dwt_346,1436,340,,ReadEL,0.003873,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,25.30563428754671,4.641921397379913,3.0,Partition(FastLargestClique),0.047442,4,229,HTD,0.069971,35,,,,,,PartitionTreedec,0.121534
,,,,,,,dwt_361,1295,361,,ReadEL,0.112302,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18.92481250360578,4.58411214953271,4.0,Partition(FastLargestClique),0.043374,4,214,HTD,0.164558,24,,,,,,PartitionTreedec,0.320504
,,,,,,,dwt_419,1571,419,,ReadEL,0.003634,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,20.738593694822818,4.367588932806324,3.0,Partition(FastLargestClique),0.055323,4,253,HTD,0.10816,26,,,,,,PartitionTreedec,0.167404
,,,,,,,dwt_492,681,249,,ReadEL,0.020175,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7.754887502163468,2.370731707317073,2.0,Partition(FastLargestClique),0.032532,4,205,HTD,0.007442,9,,,,,,PartitionTreedec,0.087539
,,,,,,,dwt_503,2761,503,,ReadEL,0.017164,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,30.73859369482281,4.324137931034483,4.0,Partition(FastLargestClique),0.417271,8,290,HTD,0.0245,47,,,,,,PartitionTreedec,0.459241
,,,,,,,dwt_512,695,172,,ReadEL,0.034752,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,20.568668693380502,3.6363636363636362,3.0,Partition(FastLargestClique),0.020129,6,110,HTD,0.014366,29,,,,,,PartitionTreedec,0.069469
,,,,,,,dwt_592,2255,592,,ReadEL,0.019268,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,20.169925001442312,4.5,4.0,Partition(FastLargestClique),0.070823,4,368,HTD,0.102057,26,,,,,,PartitionTreedec,0.192414
,,,,,,,dwt_59,103,59,,ReadEL,0.002584,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.584962500721156,2.5306122448979593,2.0,Partition(FastLargestClique),0.007101,3,49,HTD,0.00498,5,,,,,,PartitionTreedec,0.014888
,,,,,,,dwt_607,1739,442,,ReadEL,0.025959,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,39.17155310209891,4.975945017182131,4.0,Partition(FastLargestClique),0.060692,4,291,HTD,0.431396,50,,,,,,PartitionTreedec,0.518308
,,,,,,,dwt_66,126,66,,ReadEL,0.001088,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,1.0,1.0,Partition(FastLargestClique),0.001116,3,64,HTD,0.007081,2,,,,,,PartitionTreedec,0.009503
,,,,,,,dwt_758,2617,758,,ReadEL,0.033844,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18.169925001442312,3.6659959758551306,4.0,Partition(FastLargestClique),0.238859,4,497,HTD,0.135699,23,,,,,,PartitionTreedec,0.408691
,,,,,,,dwt_869,3207,869,,ReadEL,0.340586,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,21.584962500721154,4.407969639468691,4.0,Partition(FastLargestClique),0.545407,4,527,HTD,0.093924,27,,,,,,PartitionTreedec,0.980184
,,,,,,,dwt_878,3284,878,,ReadEL,0.112584,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,30.434587507932704,5.1097804391217565,4.0,Partition(FastLargestClique),0.108487,4,501,HTD,0.185584,39,,,,,,PartitionTreedec,0.406934
,,,,,,,dwt_87,226,87,,ReadEL,0.020604,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6.584962500721156,2.2266666666666666,2.0,Partition(FastLargestClique),0.010078,4,75,HTD,0.02036,7,,,,,,PartitionTreedec,0.051252
,,,,,,,dwt_918,3232,918,,ReadEL,0.087371,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,26.509775004326933,4.47008547008547,4.0,Partition(FastLargestClique),0.731174,4,585,HTD,0.313346,35,,,,,,PartitionTreedec,1.132145
,,,,,,,dwt_992,7875,992,,ReadEL,0.013131,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,35.53058560383326,4.897887323943662,4.0,Partition(FastLargestClique),0.074404,8,284,HTD,0.100835,65,,,,,,PartitionTreedec,0.188634
,,,,,,,eco-everglades,879,69,,ReadEL,0.008827,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,19.983706192659348,6.944444444444445,5.0,Partition(FastLargestClique),0.025045,10,36,HTD,0.008346,31,,,,,,PartitionTreedec,0.042426
,,,,,,,eco-florida,2074,128,,ReadEL,0.004047,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,43.15525929475825,14.158730158730158,14.0,Partition(FastLargestClique),0.674392,9,63,HTD,0.089355,63,,,,,,PartitionTreedec,0.768027
,,,,,,,eco-foodweb-baydry,2105,128,,ReadEL,0.003983,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,44.622764213931234,13.95,15.0,Partition(FastLargestClique),0.10578,9,60,HTD,0.181582,66,,,,,,PartitionTreedec,0.29164
,,,,,,,eco-mangwet,1445,97,,ReadEL,0.005603,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,28.250492733354243,9.41304347826087,8.0,Partition(FastLargestClique),0.126787,10,46,HTD,0.201874,46,,,,,,PartitionTreedec,0.334502
,,,,,,,econ-mahindas,7512,1258,,ReadEL,0.013423,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,238.85565008365447,14.696712619300106,4.0,Partition(FastLargestClique),0.740662,4,943,HTD,0.389395,289,,,,,,PartitionTreedec,1.14377
,,,,,,,econ-poli,2666,2343,,ReadEL,0.008578,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12.169925001442312,1.2192085371276122,1.0,Partition(FastLargestClique),0.082117,4,2249,HTD,0.218953,12,,,,,,PartitionTreedec,0.310075
,,,,,,,econ-poli-large,17467,15575,,ReadEL,0.062512,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,36.00162810065661,1.162348763808522,1.0,Partition(FastLargestClique),0.616321,4,15208,HTD,0.502871,41,,,,,,PartitionTreedec,1.183054
,,,,,,,econ-wm1,2388,258,,ReadEL,0.066512,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,28.4390334129639,4.331632653061225,3.0,Partition(FastLargestClique),0.092232,27,196,HTD,0.106646,58,,,,,,PartitionTreedec,0.265638
,,,,,,,econ-wm2,2374,257,,ReadEL,0.061257,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,30.10472159362071,4.645502645502646,4.0,Partition(FastLargestClique),0.073609,28,189,HTD,0.046019,61,,,,,,PartitionTreedec,0.181171
,,,,,,,econ-wm3,2378,257,,ReadEL,0.00407,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,30.545948616880416,4.699481865284974,4.0,Partition(FastLargestClique),0.07576,28,193,HTD,0.022045,59,,,,,,PartitionTreedec,0.102117
,,,,,,,eco-stmarks,349,54,,ReadEL,0.032292,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16.568668693380502,5.133333333333334,5.0,Partition(FastLargestClique),0.009082,6,30,HTD,0.015717,24,,,,,,PartitionTreedec,0.057305
,,,,,,,edit-frwikibooks,67570,27739,,ReadEL,0.132341,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,360.04382678965317,2.5237309877221916,1.0,Partition(FastLargestClique),3.865364,7,27285,HTD,2.978902,440,,,,,,PartitionTreedec,6.978711
,,,,,,,edit-frwikinews,68674,25042,,ReadEL,0.166278,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,147.67815803857968,2.53076087393876,2.0,Partition(FastLargestClique),3.797727,7,24853,HTD,1.353324,181,,,,,,PartitionTreedec,5.319452
,,,,,,,ego-facebook,2980,2888,,ReadEL,0.007426,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.0,1.0038154699965314,1.0,Partition(FastLargestClique),0.060877,4,2883,HTD,0.149391,4,,,,,,PartitionTreedec,0.218117
,,,,,,,ego-gplus,39181,23613,,ReadEL,0.093143,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,50.224020521993054,1.306375568109417,1.0,Partition(FastLargestClique),1.206282,7,23543,HTD,0.49013,69,,,,,,PartitionTreedec,1.791498
,,,,,,,ego-twitter,31822,22322,,ReadEL,0.086277,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,161.1175437150152,1.5709290709290709,1.0,Partition(FastLargestClique),1.138833,7,22022,HTD,0.915172,185,,,,,,PartitionTreedec,2.142193
